UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200211-18:33:53.048360,-108.227372,39.071994,2971,247.1,241.2,231.2,-108.052329,38.940324,4525.7,2.02,3.53,44.9
20200211-18:33:53.148380,-108.227372,39.071901,2979,246.3,238.2,229.3,-108.052331,38.940326,4525.7,2.04,3.53,44.9
20200211-18:33:53.248380,-108.227372,39.071809,2979,247.8,237.5,227.4,-108.052334,38.940329,4525.7,2.06,3.53,44.9
20200211-18:33:53.348380,-108.227279,39.071716,2991,247.2,237.5,225.4,-108.052336,38.940331,4525.7,2.05,3.53,44.9
20200211-18:33:53.448380,-108.227279,39.071716,2991,245.7,237.4,222.6,-108.052339,38.940333,4525.6,2.05,3.53,44.9
20200211-18:33:53.548380,-108.227279,39.071624,2994,244.6,237.2,221.8,-108.052341,38.940335,4525.6,2.02,3.53,44.9
20200211-18:33:53.648400,-108.227279,39.071531,3000,245.1,234.6,218.7,-108.052344,38.940337,4525.6,2.01,3.53,44.9
20200211-18:33:53.748400,-108.227279,39.071438,3013,244,235.1,217.2,-108.052346,38.94034,4525.6,2.01,3.53,44.9
20200211-18:33:53.848400,-108.227279,39.071346,3021,244.1,235.9,215.2,-108.052349,38.940342,4525.6,2.03,3.53,44.9
20200211-18:33:53.948400,-108.227279,39.071253,3022,244.6,235,211.6,-108.052352,38.940344,4525.6,2.06,3.53,44.9
20200211-18:33:54.048400,-108.227279,39.071161,3030,243.4,235.8,210.4,-108.052354,38.940346,4525.6,2.06,3.53,44.9
20200211-18:33:54.148400,-108.227279,39.071068,3036,242.1,234.7,209.4,-108.052357,38.940349,4525.6,2.06,3.53,44.9
20200211-18:33:54.248420,-108.227279,39.071068,3036,243.3,233.2,209.1,-108.052359,38.940351,4525.6,2.03,3.54,44.9
20200211-18:33:54.348420,-108.227186,39.070976,3037,246.2,235.3,206.7,-108.052362,38.940353,4525.6,2.01,3.53,44.9
20200211-18:33:54.448400,-108.227186,39.070883,3037,248.2,234.7,206.2,-108.052364,38.940355,4525.6,2.03,3.53,44.9
20200211-18:33:54.548400,-108.227094,39.070883,3037,245.7,234.2,204.3,-108.052367,38.940358,4525.6,2.04,3.54,44.9
20200211-18:33:54.648420,-108.227094,39.07079,3037,244.8,232.3,204.2,-108.052369,38.94036,4525.6,2.06,3.54,44.9
20200211-18:33:54.748420,-108.227001,39.07079,3037,243.8,233.7,204,-108.052372,38.940362,4525.6,2.06,3.54,44.9
20200211-18:33:54.848420,-108.227001,39.070698,3037,244.2,232.3,204,-108.052374,38.940364,4525.6,2.05,3.53,44.9
20200211-18:33:54.948420,-108.226909,39.070698,3037,241.6,232.7,203.9,-108.052377,38.940366,4525.6,2.03,3.54,44.9
20200211-18:33:55.048420,-108.226909,39.070605,3036,240.4,231.3,204.8,-108.05238,38.940369,4525.6,2.01,3.54,44.9
20200211-18:33:55.148420,-108.226816,39.070605,3036,239,231.4,204.4,-108.052382,38.940371,4525.6,2.01,3.54,44.9
20200211-18:33:55.248440,-108.226723,39.070513,3036,239.6,231.6,204.7,-108.052385,38.940373,4525.6,2.02,3.54,44.9
20200211-18:33:55.348440,-108.226723,39.070513,3036,241.3,232.8,205.3,-108.052387,38.940375,4525.6,2.05,3.54,44.9
20200211-18:33:55.448440,-108.226631,39.07042,3036,242.2,232,205.2,-108.05239,38.940378,4525.6,2.06,3.54,44.9
20200211-18:33:55.548440,-108.226538,39.07042,3036,241.6,231.7,205.5,-108.052392,38.94038,4525.5,2.06,3.54,44.9
20200211-18:33:55.648440,-108.226538,39.070327,3036,239.5,231.9,205,-108.052395,38.940382,4525.5,2.05,3.54,44.9
20200211-18:33:55.748460,-108.226446,39.070327,3036,241.6,232,205.8,-108.052397,38.940384,4525.5,2.02,3.54,44.9
20200211-18:33:55.848460,-108.226446,39.070235,3035,242.3,232.3,206,-108.0524,38.940387,4525.5,2.02,3.54,44.9
20200211-18:33:55.948460,-108.226353,39.070235,3036,242,232.1,205.5,-108.052402,38.940389,4525.5,2.02,3.54,44.9
20200211-18:33:56.048460,-108.226353,39.070142,3036,244.2,232.1,204.6,-108.052405,38.940391,4525.5,2.05,3.54,44.9
20200211-18:33:56.148460,-108.22626,39.070142,3036,241.9,231.9,205.2,-108.052407,38.940393,4525.5,2.06,3.54,44.9
20200211-18:33:56.248460,-108.22626,39.07005,3036,243.6,232,205.6,-108.05241,38.940396,4525.5,2.06,3.54,44.9
20200211-18:33:56.348460,-108.226168,39.07005,3036,241.4,233.2,204.7,-108.052413,38.940398,4525.5,2.04,3.54,44.9
20200211-18:33:56.448460,-108.226168,39.069957,3036,241,231.2,206,-108.052415,38.9404,4525.5,2.02,3.54,44.9
20200211-18:33:56.548460,-108.226075,39.069957,3036,240.7,231,205.3,-108.052418,38.940402,4525.5,2.01,3.54,44.9
20200211-18:33:56.648460,-108.226075,39.069864,3036,239.6,232.2,204.9,-108.05242,38.940404,4525.5,2.02,3.55,44.9
20200211-18:33:56.748480,-108.225983,39.069864,3036,241.9,230.8,204.6,-108.052423,38.940407,4525.5,2.04,3.55,44.9
20200211-18:33:56.848480,-108.22589,39.069772,3037,241.6,233.4,205.4,-108.052425,38.940409,4525.5,2.06,3.54,44.9
20200211-18:33:56.948480,-108.22589,39.069772,3037,243.8,232.8,205.1,-108.052428,38.940411,4525.5,2.06,3.55,44.9
20200211-18:33:57.048480,-108.225797,39.069679,3037,241.5,231.7,205.2,-108.05243,38.940413,4525.5,2.05,3.55,44.9
20200211-18:33:57.148480,-108.225705,39.069679,3037,241.5,232.4,205.8,-108.052433,38.940416,4525.5,2.03,3.55,44.9
20200211-18:33:57.248480,-108.225705,39.069587,3037,241.7,231.8,205.4,-108.052435,38.940418,4525.5,2.01,3.55,44.9
20200211-18:33:57.348500,-108.225612,39.069587,3037,242.4,233.4,206.7,-108.05244,38.940422,4525.5,2.04,3.55,44.9
20200211-18:33:57.448500,-108.225612,39.069494,3037,241.4,232,205.9,-108.052443,38.940425,4525.4,2.06,3.55,44.9
20200211-18:33:57.548500,-108.22552,39.069494,3037,243.1,231.5,205.9,-108.052446,38.940427,4525.4,2.07,3.55,44.9
20200211-18:33:57.648500,-108.22552,39.069401,3037,242.2,232.9,206.4,-108.052448,38.940429,4525.4,2.06,3.55,44.9
20200211-18:33:57.748500,-108.225427,39.069401,3037,241.7,234.1,207.2,-108.052451,38.940431,4525.4,2.04,3.55,44.9
20200211-18:33:57.848500,-108.225427,39.069309,3037,242.2,233.5,206.9,-108.052453,38.940433,4525.4,2.02,3.55,44.9
20200211-18:33:57.948520,-108.225334,39.069309,3037,240.6,230.9,207.7,-108.052456,38.940436,4525.4,2.02,3.55,44.9
20200211-18:33:58.048500,-108.225334,39.069216,3037,240.8,232.1,207.6,-108.052458,38.940438,4525.4,2.03,3.55,44.9
20200211-18:33:58.148520,-108.225242,39.069124,3037,242.3,231,207.8,-108.052461,38.94044,4525.4,2.05,3.55,44.9
20200211-18:33:58.248500,-108.225149,39.069124,3037,243.4,233.5,208.6,-108.052463,38.940442,4525.4,2.07,3.55,44.9
20200211-18:33:58.348520,-108.225149,39.069031,3037,243.3,232.8,207.4,-108.052466,38.940445,4525.4,2.05,3.55,44.9
20200211-18:33:58.448520,-108.225057,39.069031,3037,240.4,231.3,208.2,-108.052468,38.940447,4525.4,2.04,3.55,44.9
20200211-18:33:58.548520,-108.225057,39.068938,3037,242.8,234.1,208.4,-108.052471,38.940449,4525.4,2.02,3.55,44.9
20200211-18:33:58.648520,-108.224964,39.068938,3037,242.6,231.8,207.9,-108.052473,38.940451,4525.4,2.02,3.55,44.9
20200211-18:33:58.748520,-108.224964,39.068846,3037,243.3,232.6,207.5,-108.052476,38.940454,4525.4,2.03,3.56,44.9
20200211-18:33:58.848520,-108.224872,39.068846,3037,243,232.9,206.8,-108.052479,38.940456,4525.4,2.05,3.56,44.9
20200211-18:33:58.948540,-108.224779,39.068753,3037,242.8,233,207.2,-108.052481,38.940458,4525.4,2.07,3.55,44.9
20200211-18:33:59.048540,-108.224779,39.068753,3037,243.1,233,206.8,-108.052484,38.94046,4525.4,2.05,3.55,44.9
20200211-18:33:59.148540,-108.224686,39.068661,3037,242.3,231.6,206.4,-108.052486,38.940463,4525.4,2.05,3.55,44.9
20200211-18:33:59.248540,-108.224686,39.068661,3037,242.2,232.1,206,-108.052489,38.940465,4525.4,2.04,3.56,44.9
20200211-18:33:59.348540,-108.224594,39.068568,3038,243,233.1,205.7,-108.052491,38.940467,4525.4,2.03,3.56,44.9
20200211-18:33:59.448540,-108.224501,39.068568,3038,243.3,233.2,205.8,-108.052494,38.940469,4525.4,2.04,3.56,44.9
20200211-18:33:59.548560,-108.224501,39.068475,3037,243.4,232.7,204.5,-108.052496,38.940471,4525.3,2.04,3.56,44.9
20200211-18:33:59.648540,-108.224409,39.068475,3038,243.5,232.6,205.6,-108.052499,38.940474,4525.3,2.06,3.56,44.9
20200211-18:33:59.748560,-108.224409,39.068383,3037,243.2,232.9,204.7,-108.052501,38.940476,4525.3,2.06,3.56,44.9
20200211-18:33:59.848560,-108.224316,39.068383,3038,243.3,231.3,204.7,-108.052504,38.940478,4525.3,2.05,3.56,44.9
20200211-18:33:59.948560,-108.224316,39.06829,3038,243.7,233.9,204.6,-108.052506,38.94048,4525.3,2.04,3.56,44.9
20200211-18:34:00.048560,-108.224223,39.06829,3038,243.1,233.1,205,-108.052509,38.940483,4525.3,2.03,3.56,44.9
20200211-18:34:00.148580,-108.224131,39.068198,3038,244.1,233,204.4,-108.052512,38.940485,4525.3,2.03,3.56,44.9
20200211-18:34:00.248560,-108.224131,39.068105,3037,244.1,232.7,205.4,-108.052514,38.940487,4525.3,2.04,3.56,44.9
20200211-18:34:00.348560,-108.224038,39.068105,3038,245.3,234,204.5,-108.052517,38.940489,4525.3,2.06,3.56,44.9
20200211-18:34:00.448580,-108.224038,39.068012,3037,248.1,234.1,204.6,-108.052519,38.940492,4525.3,2.06,3.56,44.9
20200211-18:34:00.548580,-108.223946,39.068012,3038,247.2,234,204,-108.052522,38.940494,4525.3,2.05,3.56,44.9
20200211-18:34:00.648580,-108.223946,39.06792,3037,246.8,234.6,204.9,-108.052524,38.940496,4525.3,2.05,3.57,44.9
20200211-18:34:00.748580,-108.223853,39.06792,3037,246.4,234.5,205,-108.052527,38.940498,4525.3,2.04,3.57,44.9
20200211-18:34:00.848580,-108.223853,39.067827,3037,245.3,234.3,204.6,-108.052529,38.9405,4525.3,2.04,3.56,44.9
20200211-18:34:00.948580,-108.22376,39.067827,3037,247.5,234.8,205.1,-108.052532,38.940503,4525.3,2.04,3.57,44.9
20200211-18:34:01.048580,-108.223668,39.067735,3038,246.6,232.7,205,-108.052534,38.940505,4525.3,2.05,3.57,44.9
20200211-18:34:01.148600,-108.223668,39.067735,3038,246.3,232.9,204.9,-108.052537,38.940507,4525.3,2.06,3.57,44.9
20200211-18:34:01.248600,-108.223575,39.067642,3038,244.5,231.5,205.1,-108.052539,38.940509,4525.3,2.07,3.57,44.9
20200211-18:34:01.348600,-108.223483,39.067642,3038,246.2,234.3,205.2,-108.052542,38.940512,4525.3,2.07,3.57,44.9
20200211-18:34:01.448600,-108.223483,39.067549,3038,246.3,233.1,205.3,-108.052545,38.940514,4525.3,2.05,3.57,44.9
20200211-18:34:01.548600,-108.22339,39.067549,3038,245.8,234.1,204.8,-108.052547,38.940516,4525.3,2.04,3.57,44.9
20200211-18:34:01.648600,-108.22339,39.067457,3038,246,232.1,205.6,-108.05255,38.940518,4525.2,2.03,3.57,44.9
20200211-18:34:01.748600,-108.223297,39.067457,3038,247.7,233.5,205.2,-108.052552,38.940521,4525.2,2.04,3.57,44.9
20200211-18:34:01.848620,-108.223297,39.067364,3038,244.9,232.8,205,-108.052555,38.940523,4525.2,2.06,3.57,44.9
20200211-18:34:01.948620,-108.223205,39.067364,3038,243.2,233.3,206.2,-108.052557,38.940525,4525.2,2.07,3.57,44.9
20200211-18:34:02.148620,-108.223112,39.067272,3038,241.5,232.3,207.1,-108.05256,38.940527,4525.2,2.06,3.57,44.9
20200211-18:34:02.248620,-108.223112,39.067179,3038,242.9,234,205.9,-108.052562,38.94053,4525.2,2.06,3.57,44.9
20200211-18:34:02.348620,-108.22302,39.067179,3038,243.3,231.9,206.7,-108.052565,38.940532,4525.2,2.04,3.57,44.9
20200211-18:34:02.448620,-108.22302,39.067086,3038,242.9,233,207.3,-108.052567,38.940534,4525.2,2.04,3.57,44.9
20200211-18:34:02.548620,-108.222927,39.067086,3038,245.9,231.3,207.2,-108.05257,38.940536,4525.2,2.05,3.58,44.9
20200211-18:34:02.648620,-108.222834,39.066994,3038,243.9,232.3,207.7,-108.052573,38.940538,4525.2,2.06,3.58,44.9
20200211-18:34:02.748640,-108.222834,39.066994,3038,244.5,232.7,207.6,-108.052575,38.940541,4525.2,2.08,3.58,44.9
20200211-18:34:02.848640,-108.222742,39.066901,3038,244.6,232.8,208.3,-108.052578,38.940543,4525.2,2.07,3.58,44.9
20200211-18:34:02.948640,-108.222742,39.066901,3038,243.5,233,208.9,-108.05258,38.940545,4525.2,2.06,3.58,44.9
20200211-18:34:03.048640,-108.222649,39.066809,3038,241.7,232.6,209.4,-108.052583,38.940547,4525.2,2.05,3.58,44.9
20200211-18:34:03.148640,-108.222649,39.066809,3038,242.4,231.5,209.8,-108.052585,38.94055,4525.2,2.04,3.58,44.9
20200211-18:34:03.248660,-108.222557,39.066809,3038,241.7,232.8,210.7,-108.052588,38.940552,4525.2,2.04,3.58,44.9
20200211-18:34:03.348660,-108.222557,39.066716,3039,242.2,231.5,211.3,-108.05259,38.940554,4525.2,2.05,3.58,44.9
20200211-18:34:03.448660,-108.222464,39.066716,3039,245.6,232.5,211.1,-108.052593,38.940556,4525.2,2.07,3.58,44.9
20200211-18:34:03.548660,-108.222464,39.066623,3039,242.7,232.3,211.8,-108.052595,38.940559,4525.2,2.07,3.58,44.9
20200211-18:34:03.648660,-108.222371,39.066623,3039,243.9,232.7,211.8,-108.052598,38.940561,4525.2,2.08,3.58,44.9
20200211-18:34:03.748660,-108.222371,39.066531,3039,244,232.8,212.1,-108.0526,38.940563,4525.1,2.05,3.58,44.9
20200211-18:34:03.848660,-108.222279,39.066531,3039,243.7,232.6,212.4,-108.052603,38.940565,4525.1,2.04,3.58,44.9
20200211-18:34:03.948660,-108.222186,39.066438,3039,243.4,233.6,211.7,-108.052606,38.940567,4525.1,2.05,3.59,44.9
20200211-18:34:04.048660,-108.222186,39.066438,3039,243.5,230.6,211.5,-108.052608,38.94057,4525.1,2.05,3.59,44.9
20200211-18:34:04.148660,-108.222094,39.066346,3039,245.7,231.9,212.2,-108.052611,38.940572,4525.1,2.08,3.59,44.9
20200211-18:34:04.248680,-108.222094,39.066346,3039,246,231,211,-108.052613,38.940574,4525.1,2.08,3.59,44.9
20200211-18:34:04.348680,-108.222001,39.066253,3040,246,232.7,210.9,-108.052616,38.940576,4525.1,2.08,3.59,44.9
20200211-18:34:04.448680,-108.222001,39.06616,3040,244.4,230.7,211.3,-108.052618,38.940579,4525.1,2.07,3.59,44.9
20200211-18:34:04.548680,-108.221908,39.06616,3040,246.3,232.7,210.6,-108.052621,38.940581,4525.1,2.05,3.59,44.9
20200211-18:34:04.648680,-108.221908,39.066068,3041,247.3,232.6,210.3,-108.052623,38.940583,4525.1,2.05,3.59,44.9
20200211-18:34:04.748680,-108.221816,39.066068,3041,249.4,233.8,209.5,-108.052626,38.940585,4525.1,2.05,3.59,44.9
20200211-18:34:04.848700,-108.221816,39.065975,3041,247.2,233.2,208,-108.052628,38.940588,4525.1,2.06,3.59,44.9
20200211-18:34:04.948680,-108.221723,39.065975,3041,246.2,232.1,208.2,-108.052631,38.94059,4525.1,2.08,3.6,44.9
20200211-18:34:05.048700,-108.221723,39.065883,3041,246.9,231.6,208.2,-108.052633,38.940592,4525.1,2.08,3.59,44.9
20200211-18:34:05.148700,-108.221631,39.065883,3041,244.4,233.6,208.8,-108.052636,38.940594,4525.1,2.07,3.59,44.9
20200211-18:34:05.248700,-108.221631,39.06579,3042,246.3,232.2,208.9,-108.052639,38.940597,4525.1,2.06,3.59,44.9
20200211-18:34:05.348700,-108.221538,39.06579,3041,245.9,230,208,-108.052641,38.940599,4525.1,2.04,3.59,44.9
20200211-18:34:05.448700,-108.221445,39.065697,3041,245.8,231.9,208.8,-108.052644,38.940601,4525.1,2.05,3.6,44.9
20200211-18:34:05.548720,-108.221445,39.065697,3041,245.6,232.3,209.2,-108.052646,38.940603,4525.1,2.07,3.6,44.9
20200211-18:34:05.648720,-108.221353,39.065605,3041,245.5,232.6,208.9,-108.052649,38.940605,4525.1,2.08,3.6,44.9
20200211-18:34:05.748720,-108.22126,39.065605,3041,246.6,230.4,209.5,-108.052651,38.940608,4525.1,2.09,3.6,44.9
20200211-18:34:05.848720,-108.22126,39.065512,3041,244.2,233.2,209.1,-108.052654,38.94061,4525,2.09,3.6,44.9
20200211-18:34:05.948720,-108.221168,39.065512,3041,246.5,233.3,210.5,-108.052656,38.940612,4525,2.06,3.6,44.9
20200211-18:34:06.048720,-108.221168,39.06542,3041,245.6,233.5,210.6,-108.052659,38.940614,4525,2.04,3.6,44.9
20200211-18:34:06.148720,-108.221075,39.06542,3041,244.9,232.6,210.4,-108.052661,38.940617,4525,2.05,3.6,44.9
20200211-18:34:06.248720,-108.221075,39.065327,3041,244,234,209.6,-108.052664,38.940619,4525,2.06,3.61,44.9
20200211-18:34:06.348720,-108.220982,39.065327,3042,242.1,232.6,210.4,-108.052667,38.940621,4525,2.08,3.61,44.9
20200211-18:34:06.448740,-108.220982,39.065234,3041,242.2,231.7,210.9,-108.052669,38.940623,4525,2.09,3.61,44.9
20200211-18:34:06.548740,-108.22089,39.065234,3042,242.5,232.7,210.8,-108.052672,38.940626,4525,2.08,3.6,44.9
20200211-18:34:06.648740,-108.220797,39.065142,3042,242,232.3,211.1,-108.052674,38.940628,4525,2.07,3.61,44.9
20200211-18:34:06.748740,-108.220797,39.065142,3042,243.1,232.1,210.8,-108.052677,38.94063,4525,2.05,3.61,44.9
20200211-18:34:06.848740,-108.220705,39.065049,3042,242.3,233.1,211.3,-108.052679,38.940632,4525,2.05,3.61,44.9
20200211-18:34:06.948740,-108.220705,39.065049,3042,243.2,232.7,210.1,-108.052682,38.940635,4525,2.06,3.61,44.9
20200211-18:34:07.048760,-108.220612,39.064957,3042,243.9,234.3,212,-108.052684,38.940637,4525,2.09,3.61,44.9
20200211-18:34:07.148760,-108.220519,39.064957,3042,242.3,233.1,210.8,-108.052687,38.940639,4525,2.1,3.61,44.9
20200211-18:34:07.248760,-108.220519,39.064864,3042,242.1,233.9,210.3,-108.052689,38.940641,4525,2.1,3.61,44.9
20200211-18:34:07.348760,-108.220427,39.064864,3043,244.6,234.3,211.1,-108.052692,38.940643,4525,2.09,3.61,44.9
20200211-18:34:07.448760,-108.220427,39.064772,3043,246.9,233.5,211.1,-108.052694,38.940646,4525,2.06,3.61,44.9
20200211-18:34:07.548760,-108.220334,39.064772,3043,246.6,233.5,209.9,-108.052697,38.940648,4525,2.05,3.61,44.9
20200211-18:34:07.648760,-108.220334,39.064679,3043,247,233.1,210.7,-108.0527,38.94065,4525,2.06,3.62,44.9
20200211-18:34:07.748780,-108.220242,39.064679,3043,246.4,233.2,211,-108.052702,38.940652,4525,2.08,3.62,44.9
20200211-18:34:07.848760,-108.220242,39.064586,3043,245.1,233.1,211.3,-108.052705,38.940655,4525,2.1,3.62,44.9
20200211-18:34:07.948780,-108.220149,39.064494,3043,247.7,233.9,211,-108.052707,38.940657,4524.9,2.09,3.62,44.9
20200211-18:34:08.048780,-108.220056,39.064494,3043,246.1,231.9,211.1,-108.05271,38.940659,4524.9,2.08,3.61,44.9
20200211-18:34:08.148780,-108.220056,39.064401,3043,243.4,233.2,211.9,-108.052712,38.940661,4524.9,2.05,3.62,44.9
20200211-18:34:08.248780,-108.219964,39.064401,3043,242.2,232.8,210.6,-108.052715,38.940664,4524.9,2.06,3.62,44.9
20200211-18:34:08.348780,-108.219964,39.064309,3043,245.7,231.7,211.2,-108.052717,38.940666,4524.9,2.06,3.62,44.9
20200211-18:34:08.448780,-108.219871,39.064309,3043,243.8,231.4,211.7,-108.05272,38.940668,4524.9,2.08,3.62,44.9
20200211-18:34:08.548780,-108.219871,39.064216,3043,245.1,233.8,211.2,-108.052722,38.94067,4524.9,2.11,3.62,44.9
20200211-18:34:08.648800,-108.219779,39.064216,3043,244.4,235.3,211.6,-108.052725,38.940672,4524.9,2.11,3.62,44.9
20200211-18:34:08.748800,-108.219779,39.064123,3043,243.7,235.5,210.7,-108.052727,38.940675,4524.9,2.1,3.62,44.9
20200211-18:34:08.848800,-108.219686,39.064123,3043,244.3,235.6,210.1,-108.05273,38.940677,4524.9,2.07,3.62,44.9
20200211-18:34:08.948800,-108.219686,39.064031,3043,244.6,234.2,210.5,-108.052733,38.940679,4524.9,2.06,3.62,44.9
20200211-18:34:09.048800,-108.219593,39.064031,3043,244.5,235.2,209.3,-108.052735,38.940681,4524.9,2.06,3.63,44.9
20200211-18:34:09.148800,-108.219501,39.063938,3044,244.9,233.9,209.2,-108.052738,38.940684,4524.9,2.07,3.63,44.9
20200211-18:34:09.248820,-108.219501,39.063938,3044,244.6,233.3,209,-108.05274,38.940686,4524.9,2.1,3.63,44.9
20200211-18:34:09.348820,-108.219408,39.063846,3043,243.2,234,208.9,-108.052743,38.940688,4524.9,2.1,3.63,44.9
20200211-18:34:09.448820,-108.219316,39.063846,3044,244.8,232.5,209.4,-108.052745,38.94069,4524.9,2.1,3.63,44.9
20200211-18:34:09.548820,-108.219316,39.063753,3043,245.4,234.4,208.4,-108.052748,38.940693,4524.9,2.08,3.63,44.9
20200211-18:34:09.648820,-108.219223,39.063753,3044,246.4,233.2,208.6,-108.05275,38.940695,4524.9,2.05,3.63,44.9
20200211-18:34:09.748820,-108.219223,39.06366,3044,244.8,234.1,209.2,-108.052753,38.940697,4524.9,2.06,3.63,44.9
20200211-18:34:09.848820,-108.219131,39.06366,3044,245.2,233.2,209.3,-108.052755,38.940699,4524.9,2.07,3.63,44.9
20200211-18:34:09.948820,-108.219131,39.063568,3044,246.1,233.5,208.8,-108.052758,38.940702,4524.9,2.1,3.63,44.9
20200211-18:34:10.048820,-108.219038,39.063568,3044,246.5,232.3,208.4,-108.052761,38.940704,4524.8,2.11,3.63,44.9
20200211-18:34:10.148840,-108.219038,39.063475,3044,243.8,233.7,208.8,-108.052763,38.940706,4524.8,2.11,3.64,44.9
20200211-18:34:10.248840,-108.218945,39.063475,3044,243.5,233,208.9,-108.052766,38.940708,4524.8,2.09,3.63,44.9
20200211-18:34:10.348840,-108.218945,39.063383,3044,247.1,232.7,207.9,-108.052768,38.94071,4524.8,2.07,3.63,44.9
20200211-18:34:10.448840,-108.218853,39.063383,3044,247.3,232,208.2,-108.052771,38.940713,4524.8,2.06,3.63,44.9
20200211-18:34:10.548840,-108.21876,39.06329,3044,244.9,232.8,208.2,-108.052773,38.940715,4524.8,2.08,3.64,44.9
20200211-18:34:10.648840,-108.21876,39.06329,3044,245.7,231.3,208.2,-108.052776,38.940717,4524.8,2.09,3.64,44.9
20200211-18:34:10.748840,-108.218668,39.063197,3044,244.1,233.2,208.8,-108.052778,38.940719,4524.8,2.12,3.64,44.9
20200211-18:34:10.848860,-108.218575,39.063197,3044,244.5,232.4,209.3,-108.052781,38.940722,4524.8,2.11,3.64,44.9
20200211-18:34:10.948860,-108.218575,39.063105,3044,244.5,232.8,207.9,-108.052783,38.940724,4524.8,2.1,3.64,44.9
20200211-18:34:11.048860,-108.218482,39.063105,3043,244.3,232.6,207.9,-108.052786,38.940726,4524.8,2.08,3.64,44.9
20200211-18:34:11.148860,-108.218482,39.063012,3044,242.8,231.7,207.4,-108.052788,38.940728,4524.8,2.06,3.64,44.9
20200211-18:34:11.248860,-108.21839,39.063012,3044,244.3,232,207.5,-108.052791,38.940731,4524.8,2.08,3.65,44.9
20200211-18:34:11.348860,-108.21839,39.06292,3044,244.2,231.7,207.8,-108.052794,38.940733,4524.8,2.09,3.65,44.9
20200211-18:34:11.448860,-108.218297,39.06292,3044,243.4,233.9,207.3,-108.052796,38.940735,4524.8,2.12,3.65,44.9
20200211-18:34:11.548880,-108.218205,39.062827,3044,244.2,234.1,207.3,-108.052799,38.940737,4524.8,2.12,3.65,44.9
20200211-18:34:11.648860,-108.218205,39.062827,3044,244.4,233.8,206.5,-108.052801,38.940739,4524.8,2.1,3.65,44.9
20200211-18:34:11.748860,-108.218112,39.062734,3044,244.2,234.3,207,-108.052804,38.940742,4524.8,2.08,3.65,44.9
20200211-18:34:11.848860,-108.218019,39.062734,3043,245.1,234.9,207.3,-108.052806,38.940744,4524.8,2.06,3.65,44.9
20200211-18:34:11.948880,-108.218019,39.062642,3043,246,235.6,206.8,-108.052809,38.940746,4524.8,2.07,3.65,44.9
20200211-18:34:12.048880,-108.217927,39.062642,3044,245.3,237,205.9,-108.052811,38.940748,4524.8,2.09,3.65,44.9
20200211-18:34:12.148880,-108.217927,39.062549,3043,244.5,233,207,-108.052814,38.940751,4524.7,2.11,3.65,44.9
20200211-18:34:12.248880,-108.217834,39.062549,3043,245.8,234.1,206.7,-108.052816,38.940753,4524.7,2.13,3.66,44.9
20200211-18:34:12.348900,-108.217834,39.062457,3043,244.5,236.2,207.8,-108.052819,38.940755,4524.7,2.1,3.66,44.9
20200211-18:34:12.448900,-108.217742,39.062364,3043,244.5,233.5,207.7,-108.052821,38.940757,4524.7,2.1,3.66,44.9
20200211-18:34:12.548900,-108.217649,39.062364,3043,244.8,235,207.4,-108.052824,38.94076,4524.7,2.07,3.66,44.9
20200211-18:34:12.648900,-108.217649,39.062271,3043,245,233.9,207.7,-108.052827,38.940762,4524.7,2.08,3.66,44.9
20200211-18:34:12.748900,-108.217556,39.062271,3043,246.6,234.8,207.9,-108.052829,38.940764,4524.7,2.09,3.66,44.9
20200211-18:34:12.848900,-108.217556,39.062179,3043,243.3,233.8,208.3,-108.052832,38.940766,4524.7,2.11,3.66,44.9
20200211-18:34:12.948920,-108.217464,39.062179,3044,244.1,236.4,208.5,-108.052834,38.940769,4524.7,2.13,3.67,44.9
20200211-18:34:13.048920,-108.217464,39.062086,3044,245.1,234.1,208.3,-108.052837,38.940771,4524.7,2.12,3.66,44.9
20200211-18:34:13.148920,-108.217371,39.062086,3044,243.5,236.5,208,-108.052839,38.940773,4524.7,2.11,3.66,44.9
20200211-18:34:13.248920,-108.217371,39.061994,3044,246.2,234.1,208.5,-108.052842,38.940775,4524.7,2.08,3.66,44.9
20200211-18:34:13.348920,-108.217279,39.061994,3044,244.3,233.9,209.1,-108.052844,38.940777,4524.7,2.08,3.66,44.9
20200211-18:34:13.448920,-108.217186,39.061901,3044,245.3,233.3,208.9,-108.052847,38.94078,4524.7,2.08,3.67,44.9
20200211-18:34:13.548920,-108.217186,39.061901,3044,245.4,235.9,209.6,-108.052849,38.940782,4524.7,2.11,3.67,44.9
20200211-18:34:13.648920,-108.217093,39.061808,3044,245,233.1,210.1,-108.052852,38.940784,4524.7,2.12,3.67,44.9
20200211-18:34:13.748920,-108.217001,39.061808,3044,244.8,235.4,210.4,-108.052855,38.940786,4524.7,2.13,3.67,44.9
20200211-18:34:13.848920,-108.217001,39.061716,3045,245.6,235.6,210.3,-108.052857,38.940789,4524.7,2.11,3.67,44.9
20200211-18:34:13.948940,-108.216908,39.061716,3044,243.8,236.5,210.3,-108.05286,38.940791,4524.7,2.09,3.67,44.9
